# MODIS Aqua GEOGRAPHIC METADATA TEXT FILE day 2024-03-28
# NFiles = 199, max geo IngestTime = 2024-03-28 17:56:07.627394
# GranuleID,StartDateTime,ArchiveSet,OrbitNumber,DayNightFlag,EastBoundingCoord,NorthBoundingCoord,SouthBoundingCoord,WestBoundingCoord,GRingLongitude1,GRingLongitude2,GRingLongitude3,GRingLongitude4,GRingLatitude1,GRingLatitude2,GRingLatitude3,GRingLatitude4
MYD03.A2024088.0000.061.2024088013419.NRT.hdf,2024-03-28 00:00,61,116531,N,43.6529456678888,14.8932645735397,-6.09482171543539,19.0225857513572,22.5315191461614,43.6591734389132,39.6461106910045,19.0137030189307,14.92359706148,11.7980128384899,-6.10103413136349,-3.07419318357888
MYD03.A2024088.0005.061.2024088013743.NRT.hdf,2024-03-28 00:05,61,116531,N,39.6036006747143,-2.98681832693582,-24.0036714014683,14.1904713609953,18.9858590944639,39.7423765198833,36.5093672381051,14.1838980566895,-2.96228202867119,-6.03928795868855,-24.1354597932207,-20.7248459136881
MYD03.A2024088.0010.061.2024088013429.NRT.hdf,2024-03-28 00:10,61,116531,N,36.5382854671867,-20.6353601477295,-41.9119523731005,7.09511442541587,14.2118942126978,36.852752849309,34.2456263041504,7.06531290775676,-20.6209957296103,-23.9429465013225,-42.1614936267073,-37.9130618442322
MYD03.A2024088.0015.061.2024088013809.NRT.hdf,2024-03-28 00:15,61,116531,N,34.2825904354111,-37.847464624224,-59.764988646952,-5.13476294476656,7.12541794772656,34.7949476501593,33.2298481761153,-5.33446372243165,-37.8364276505014,-41.8455133438717,-60.1072587520807,-54.0427190954379
MYD03.A2024088.0020.061.2024088014242.NRT.hdf,2024-03-28 00:20,61,116531,N,37.0733561038424,-54.0502510926147,-77.6211736046022,-31.5737062522535,-5.0659213240555,33.9264563595426,37.2584521216806,-31.9265832965569,-54.0447117603263,-59.6631992769339,-77.8605651846236,-67.0459971865542
MYD03.A2024088.0025.061.2024088014528.NRT.hdf,2024-03-28 00:25,61,116531,N,180,-67.215200165347,-89.9890369374672,-180,-31.3926023286068,38.9949799701419,-179.441392003011,-82.1893173360615,-67.2106326736154,-77.2772810869354,-83.5882526835865,-69.8413347229011
MYD03.A2024088.0030.061.2024088014618.NRT.hdf,2024-03-28 00:30,61,116531,B,-82.2967165429309,-59.7335741797527,-84.5705448559952,178.387435724024,-82.2947358625757,175.723177790894,-165.281930831759,-118.417331128711,-70.214077935704,-83.9246994257298,-66.0739911072327,-59.4635332334038
MYD03.A2024088.0035.061.2024088014243.NRT.hdf,2024-03-28 00:35,61,116531,D,-119.038129485122,-44.2894958831376,-66.6227500708958,-165.46249611835,-119.036617020134,-165.9547749834,-165.457304354256,-134.520005598153,-59.7951587071826,-66.5725421325772,-48.3346447365335,-44.1133326597765
MYD03.A2024088.0040.061.2024088013758.NRT.hdf,2024-03-28 00:40,61,116531,D,-135.087933049804,-27.3576280586137,-48.772002996131,-167.340831444825,-135.085285013842,-165.656644290929,-167.361526694928,-143.198059355172,-44.3603741789895,-48.7892811942165,-30.5366186881946,-27.2525181164625
MYD03.A2024088.0045.061.2024088013729.NRT.hdf,2024-03-28 00:45,61,116531,D,-143.639224097098,-9.81724096221847,-30.8692282445506,-170.103599736745,-143.634501283658,-167.412103919935,-170.125876397865,-148.876252613524,-27.4279642734719,-30.8915752638136,-12.7229593237318,-9.76475949263354
MYD03.A2024088.0050.061.2024088013514.NRT.hdf,2024-03-28 00:50,61,116532,D,-149.164355925871,8.01219488692055,-12.9305859270934,-173.735468438385,-149.15836158608,-170.100591979734,-173.741303660489,-153.058363945227,-9.8895973836228,-12.9501370796799,5.02749049255755,8.02837556175933
MYD03.A2024088.0055.061.2024088013908.NRT.hdf,2024-03-28 00:55,61,116532,D,-153.185688746313,25.9664966279347,4.95702517308493,-178.664453557945,-153.122083189785,-173.727207152511,-178.726941328192,-156.298243356399,7.94916355840371,4.93917668538296,22.7017253961462,26.0999996593069
MYD03.A2024088.0100.061.2024088031214.NRT.hdf,2024-03-28 01:00,61,116532,D,-156.271659756259,43.9341420698902,22.645742133261,173.964241976332,-156.024329522991,-178.644942921602,173.809602494079,-158.608822625615,25.9092496022742,22.6310360498509,39.903428236443,44.190928381518
MYD03.A2024088.0105.061.2024088032203.NRT.hdf,2024-03-28 01:05,61,116532,D,-158.570139074849,61.8656912527797,39.8804155477128,160.847965745959,-158.108350138863,173.994586043086,160.510745881892,-159.651533402857,43.8704259548546,39.8700976031629,55.9669228150149,62.2085605724032
MYD03.A2024088.0110.061.2024088032305.NRT.hdf,2024-03-28 01:10,61,116532,D,-154.445096791436,79.8055891275906,56.0270846122867,131.32418942853,-158.80797549256,160.910585055414,130.948578041296,-154.15881964347,61.7625690108588,56.0225559810102,68.4214070825906,80.0248441367202
MYD03.A2024088.0115.061.2024088033020.NRT.hdf,2024-03-28 01:15,61,116532,D,180,89.9925185634611,68.6472953632423,-180,-152.544220903594,131.495575513255,78.7959164865854,-4.40414221852859,79.455922047188,68.6458975303358,69.3721639297638,81.5356393842404
MYD03.A2024088.0120.061.2024088032016.NRT.hdf,2024-03-28 01:20,61,116532,B,78.5617213098374,82.2996206900426,57.9784733963376,-5.52575122818962,-7.81995707184597,78.5637654803301,45.8588330230379,3.12377992645758,81.9363276558509,69.737795682322,57.7449108535417,63.7674140607204
